Match Identifier,Top Player Prefix,Top Player Name,Top Player Stocks,Top Player Character,Top Player Character IDs,Top Player DQ,Bottom Player Prefix,Bottom Player Name,Bottom Player Stocks,Bottom Player Character,Bottom Player Character IDs,Bottom Player DQ
G,,Dan,2,,,false,,Tim,0,,,false
O,,Tim,0,,,false,,Alex,2,,,false
N,,Alex,2,,,false,,Maetrix,1,,,false
E,,Dan,2,,,false,,Carson,0,,,false
F,,Alex,1,,,false,,Tim,2,,,false
L,,Alex,2,,,false,,Chris,0,,,false
M,,Carson,0,,,false,,Maetrix,2,,,false
J,,Ty,0,,,false,,Chris,1,,,false
K,,Sam,0,,,false,,Maetrix,1,,,false
A,,Dan,1,,,false,,Ty,0,,,false
B,,Carson,1,,,false,,Chris,0,,,false
C,,Sam,0,,,false,,Alex,1,,,false
D,,Tim,1,,,false,,Maetrix,0,,,false
H,,Dan,0,,,false,,Alex,0,,,false
