Match Identifier,Top Player Prefix,Top Player Name,Top Player Stocks,Top Player Character,Top Player Character IDs,Top Player DQ,Bottom Player Prefix,Bottom Player Name,Bottom Player Stocks,Bottom Player Character,Bottom Player Character IDs,Bottom Player DQ
A,,Chris M.,2,,,false,,Kate,"3,1",,,false
B,,Chris W.,3,,,false,,Ross,"2,3",,,false
C,,Kristen,0,,,false,,Drew,"3,3",,,false
D,,Nathan,3,,,false,,Kate,"0,3",,,false
E,,Ryan,2,,,false,,Dawn,"3,3",,,false
F,,Pat,0,,,false,,Chris W.,"3,3",,,false
G,,Vivvian,0,,,false,,Kristen,"3,3",,,false
H,,Nathan,1,,,false,,Ryan,"3,3",,,false
I,,Pat,1,,,false,,Vivvian,"3,0",,,false
J,,Ryan,3,,,false,,Vivvian,"1,3",,,false
M,,Kristen,2,,,false,,Chris M.,"3,2",,,false
N,,Dawn,0,,,false,,Ross,"3,3",,,false
O,,Kate,0,,,false,,Drew,"3,3",,,false
P,,Chris W.,1,,,false,,Chris M.,"3,1",,,false
Q,,Ross,3,,,false,,Drew,"0,3",,,false
R,,Nathan,2,,,false,,Chris M.,"3,1",,,false
S,,Pat,2,,,false,,Ross,"3,3",,,false
T,,Chris M.,0,,,false,,Pat,"3,0",,,false
U,,Vivvian,1,,,false,,Pat,"3,0",,,false
K,,Ryan,3,,,false,,Pat,"1,3",,,false
