Match Identifier,Top Player Prefix,Top Player Name,Top Player Stocks,Top Player Character,Top Player Character IDs,Top Player DQ,Bottom Player Prefix,Bottom Player Name,Bottom Player Stocks,Bottom Player Character,Bottom Player Character IDs,Bottom Player DQ
A,,Muggs,0,,,false,,Troy,2,,,false
B,,Kasi,1,,,false,,Baldwin,2,,,false
C,,Jesse sorensen,0,,,false,,Matt w,2,,,false
D,,Arde,0,,,false,,Kelly,2,,,false
E,,Nathan,1,,,false,,Ryan,2,,,false
F,,Mitchell,2,,,false,,Tony,0,,,false
G,,Meester,1,,,false,,Troy,2,,,false
H,,Paul,2,,,false,,Jesse,1,,,false
I,,Chacko,0,,,false,,Baldwin,2,,,false
J,,Kevan,0,,,false,,Matt w,2,,,false
K,,Chewy,0,,,false,,Kelly,2,,,false
L,,Karla,2,,,false,,Keli,1,,,false
M,,Beau,1,,,false,,Ryan,2,,,false
N,,Jack s,2,,,false,,Mitchell,1,,,false
O,,Troy,2,,,false,,Paul,0,,,false
P,,Baldwin,1,,,false,,Matt w,2,,,false
Q,,Kelly,0,,,false,,Karla,2,,,false
R,,Ryan,0,,,false,,Jack s,2,,,false
S,,Troy,0,,,false,,Matt w,2,,,false
T,,Karla,0,,,false,,Jack s,2,,,false
U,,Matt w,2,,,false,,Jack s,0,,,false
