Match Identifier,Top Player Prefix,Top Player Name,Top Player Stocks,Top Player Character,Top Player Character IDs,Top Player DQ,Bottom Player Prefix,Bottom Player Name,Bottom Player Stocks,Bottom Player Character,Bottom Player Character IDs,Bottom Player DQ
A,,Bryan,1,,,false,,Charli,0,,,false
B,,Mikel,0,,,false,,Paulina,1,,,false
C,,Shantia,1,,,false,,Roger,0,,,false
D,,Justice,0,,,false,,Crystal,1,,,false
E,,Bryan,1,,,false,,Paulina,0,,,false
F,,Shantia,1,,,false,,Crystal,0,,,false
G,,Bryan,0,,,false,,Shantia,1,,,false
