Match Identifier,Top Player Prefix,Top Player Name,Top Player Stocks,Top Player Character,Top Player Character IDs,Top Player DQ,Bottom Player Prefix,Bottom Player Name,Bottom Player Stocks,Bottom Player Character,Bottom Player Character IDs,Bottom Player DQ
A,,Bobbie,0,,,false,,corley,3,,,false
B,,DookiePants,2,,,false,,Josh,3,,,false
C,,Lawrence,2,,,false,,Logan,"3,0",,,false
D,,marco,3,,,false,,Amanda,0,,,false
E,,Logan,0,,,false,,marco,3,,,false
F,,Amanda,3,,,false,,Bobbie,2,,,false
G,,Josh,3,,,false,,Lawrence,0,,,false
H,,corley,3,,,false,,DookiePants,"2,0",,,false
I,,marco,2,,,false,,Josh,3,,,false
J,,Lawrence,0,,,false,,corley,3,,,false
K,,Bobbie,1,,,false,,DookiePants,3,,,false
L,,Amanda,3,,,false,,Logan,0,,,false
M,,DookiePants,2,,,false,,Lawrence,3,,,false
N,,Josh,3,,,false,,Amanda,0,,,false
O,,corley,0,,,false,,marco,0,,,false
P,,Logan,1,,,false,,Bobbie,3,,,false
Q,,Logan,0,,,false,,Josh,3,,,false
R,,marco,3,,,false,,DookiePants,0,,,false
S,,Amanda,1,,,false,,corley,3,,,false
T,,Bobbie,2,,,false,,Lawrence,3,,,false
U,,DookiePants,3,,,false,,Amanda,2,,,false
V,,corley,3,,,false,,Logan,1,,,false
W,,Josh,3,,,false,,Bobbie,1,,,false
X,,Lawrence,0,,,false,,marco,3,,,false
Y,,Amanda,3,,,false,,Lawrence,1,,,false
Z,,Bobbie,0,,,false,,marco,0,,,false
AA,,Logan,0,,,false,,DookiePants,3,,,false
AB,,Josh,2,,,false,,corley,3,,,false
