Match Identifier,Top Player Prefix,Top Player Name,Top Player Stocks,Top Player Character,Top Player Character IDs,Top Player DQ,Bottom Player Prefix,Bottom Player Name,Bottom Player Stocks,Bottom Player Character,Bottom Player Character IDs,Bottom Player DQ
A,,,0,,,false,,,0,,,false
B,,,1,,,false,,,0,,,false
C,,,1,,,false,,,0,,,false
D,,,0,,,false,,,1,,,false
E,,,0,,,false,,,0,,,false
F,,,0,,,false,,,1,,,false
G,,,0,,,false,,,1,,,false
H,,,1,,,false,,,0,,,false
I,,,0,,,false,,,0,,,false
J,,,1,,,false,,,0,,,false
K,,,1,,,false,,,0,,,false
L,,,0,,,false,,,0,,,false
M,,,1,,,false,,,0,,,false
N,,,0,,,false,,,0,,,false
O,,,0,,,false,,,1,,,false
A,,,0,,,false,,,0,,,false
B,,,0,,,false,,,1,,,false
C,,,0,,,false,,,1,,,false
D,,,1,,,false,,,0,,,false
E,,,0,,,false,,,0,,,false
F,,,1,,,false,,,0,,,false
G,,,0,,,false,,,1,,,false
H,,,1,,,false,,,0,,,false
I,,,0,,,false,,,0,,,false
J,,,0,,,false,,,1,,,false
K,,,1,,,false,,,0,,,false
L,,,0,,,false,,,0,,,false
M,,,1,,,false,,,0,,,false
N,,,0,,,false,,,0,,,false
O,,,1,,,false,,,0,,,false
A,,Bobbie,0,,,false,,Parker,2,,,false
B,,Jen,1,,,false,,Amanda,2,,,false
C,,qp,2,,,false,,Parker,0,,,false
D,,Josh,2,,,false,,TJ,1,,,false
E,,Corley,2,,,false,,Amanda,0,,,false
F,,Wes,2,,,false,,Laura,0,,,false
G,,qp,2,,,false,,Josh,1,,,false
H,,Corley,2,,,false,,Wes,0,,,false
I,,qp,2,,,false,,Corley,0,,,false
L,,Laura,0,,,false,,Bobbie,2,,,false
M,,TJ,2,,,false,,Jen,1,,,false
N,,Amanda,1,,,false,,Bobbie,2,,,false
O,,Parker,0,,,false,,TJ,2,,,false
P,,Josh,2,,,false,,Bobbie,0,,,false
Q,,Wes,2,,,false,,TJ,0,,,false
R,,Josh,0,,,false,,Wes,2,,,false
S,,Corley,0,,,false,,Wes,2,,,false
J,,qp,1,,,false,,Wes,2,,,false
K,,Wes,2,,,false,,qp,0,,,false
