Match Identifier,Top Player Prefix,Top Player Name,Top Player Stocks,Top Player Character,Top Player Character IDs,Top Player DQ,Bottom Player Prefix,Bottom Player Name,Bottom Player Stocks,Bottom Player Character,Bottom Player Character IDs,Bottom Player DQ
AT,,Badroenis,,,,false,,OopsItsANerd,,,,true
AU,,dreaded_,,,,true,,Rhea,,,,false
AV,,Dorkus64,1,,,false,,Snowcat11,0,,,false
AW,,raxdflipnote,0,,,false,,Queen_Magnolia,1,,,false
AX,,Gemneant,0,,,false,,keucher,1,,,false
AY,,impossablank,0,,,false,,Suigi,1,,,false
AZ,,mrlink2k,1,,,false,,Badroenis,0,,,false
BA,,Rhea,1,,,false,,Dorkus64,0,,,false
BB,,Queen_Magnolia,0,,,false,,keucher,1,,,false
BC,,Suigi,0,,,false,,mrlink2k,1,,,false
BD,,Rhea,0,,,false,,keucher,1,,,false
BE,,mrlink2k,2,,,false,,keucher,1,,,false
BH,,SoaringSloth,,,,false,,AstrasEvolution,,,,true
BI,,Samkee00,,,,true,,Greggles90,,,,false
BJ,,typedef_sorbet,1,,,false,,bombbeard,0,,,false
BK,,Leonrecon,1,,,false,,shovelclaws,0,,,false
BL,,Catpogers,0,,,false,,XanderIsALoser,1,,,false
BM,,GTAce,1,,,false,,Cloverbugged,0,,,false
BN,,Gorillawarfare,0,,,false,,MetaSR,1,,,false
BO,,willyjwillyj,1,,,false,,wooffledee,0,,,false
BP,,KyoshiCadre,1,,,false,,EpicCrossover,0,,,false
BQ,,ShyguyVai,1,,,false,,catangelthing,0,,,false
BR,,something dumber,1,,,false,,Storster,0,,,false
BS,,Star Anise,,,,true,,SoaringSloth,,,,false
BT,,LunaticJ,1,,,false,,Greggles90,0,,,false
BU,,MellowMikal,0,,,false,,typedef_sorbet,1,,,false
BV,,azuraeth,0,,,false,,Notolectq,1,,,false
BW,,LotsaTella,1,,,false,,Leonrecon,0,,,false
BX,,elise224,0,,,false,,Dotmaster,1,,,false
BY,,CrayFray,0,,,false,,XanderIsALoser,1,,,false
BZ,,nardy20,,,,true,,Epiccrossover,,,,false
CA,,HeartOfOak,0,,,false,,GTAce,1,,,false
CB,,Ivey,0,,,false,,MetaSR,1,,,false
CC,,Zweek,0,,,false,,willyjwillyj,1,,,false
CD,,j0tt,,,,false,,lily j,,,,true
CE,,Jaq3,1,,,false,,KyoshiCadre,0,,,false
CF,,didquartz,,,,false,,Prisma,,,,true
CG,,30Aces,1,,,false,,ShyguyVai,0,,,false
CH,,something dumber,0,,,false,,SoaringSloth,1,,,false
CI,,LunaticJ,1,,,false,,typedef_sorbet,0,,,false
CJ,,Notolectq,0,,,false,,LotsaTella,1,,,false
CK,,Dotmaster,11,,,false,,XanderIsALoser,0,,,false
CL,,Epiccrossover,0,,,false,,GTAce,1,,,false
CM,,MetaSR,0,,,false,,willyjwillyj,1,,,false
CN,,j0tt,0,,,false,,Jaq3,1,,,false
CO,,didquartz,0,,,false,,30Aces,1,,,false
CP,,OopsItsANerd,,,,true,,SoaringSloth,,,,false
CQ,,Hackakat,1,,,false,,LunaticJ,0,,,false
CR,,jade,0,,,false,,LotsaTella,1,,,false
CS,,alrightness,0,,,false,,Dotmaster,1,,,false
CT,,Gemneant,1,,,false,,GTAce,0,,,false
CU,,raxdflipnote,0,,,false,,willyjwillyj,1,,,false
CV,,Snowcat11,0,,,false,,Jaq3,1,,,false
CW,,dreaded_,,,,true,,30Aces,,,,false
CX,,SoaringSloth,0,,,false,,Hackakat,1,,,false
CY,,LotsaTella,1,,,false,,Dotmaster,0,,,false
CZ,,Gemneant,0,,,false,,willyjwillyj,1,,,false
DA,,Jaq3,1,,,false,,30Aces,0,,,false
DB,,Dorkus64,0,,,false,,Hackakat,1,,,false
DC,,Queen_Magnolia,0,,,false,,LotsaTella,1,,,false
DD,,impossablank,1,,,false,,willyjwillyj,0,,,false
DE,,Badroenis,0,,,false,,Jaq3,1,,,false
DF,,Hackakat,1,,,false,,LotsaTella,0,,,false
DG,,impossablank,0,,,false,,Jaq3,"1,0",,,false
DH,,Suigi,0,,,false,,Hackakat,1,,,false
DI,,Rhea,0,,,false,,Jaq3,1,,,false
DJ,,Hackakat,2,,,false,,Jaq3,0,,,false
DK,,keucher,2,,,false,,Hackakat,1,,,false
BF,,mrlink2k,3,,,false,,keucher,1,,,false
