Match Identifier,Top Player Prefix,Top Player Name,Top Player Stocks,Top Player Character,Top Player Character IDs,Top Player DQ,Bottom Player Prefix,Bottom Player Name,Bottom Player Stocks,Bottom Player Character,Bottom Player Character IDs,Bottom Player DQ
A,,Donny,3,,,false,,p00p,2,,,false
B,,Josh,2,,,false,,marco,3,,,false
C,,Wizley,3,,,false,,corley,1,,,false
D,,Lawrence,0,,,false,,Anthony,3,,,false
E,,corley,3,,,false,,Lawrence,1,,,false
F,,Anthony,3,,,false,,Donny,1,,,false
G,,marco,0,,,false,,Wizley,3,,,false
H,,p00p,1,,,false,,Josh,3,,,false
I,,Lawrence,0,,,false,,marco,3,,,false
J,,Wizley,3,,,false,,p00p,0,,,false
K,,Donny,2,,,false,,Josh,3,,,false
L,,Anthony,1,,,false,,corley,3,,,false
M,,Josh,0,,,false,,Wizley,3,,,false
N,,marco,3,,,false,,Anthony,2,,,false
O,,p00p,3,,,false,,Lawrence,2,,,false
P,,corley,3,,,false,,Donny,0,,,false
Q,,corley,2,,,false,,marco,3,,,false
R,,Lawrence,1,,,false,,Josh,3,,,false
S,,Anthony,0,,,false,,p00p,3,,,false
T,,Donny,0,,,false,,Wizley,3,,,false
U,,Josh,2,,,false,,Anthony,3,,,false
V,,p00p,0,,,false,,corley,3,,,false
W,,marco,3,,,false,,Donny,0,,,false
X,,Wizley,3,,,false,,Lawrence,0,,,false
Y,,Anthony,0,,,false,,Wizley,3,,,false
Z,,Donny,1,,,false,,Lawrence,3,,,false
AA,,corley,1,,,false,,Josh,3,,,false
AB,,marco,3,,,false,,p00p,2,,,false
