Match Identifier,Top Player Prefix,Top Player Name,Top Player Stocks,Top Player Character,Top Player Character IDs,Top Player DQ,Bottom Player Prefix,Bottom Player Name,Bottom Player Stocks,Bottom Player Character,Bottom Player Character IDs,Bottom Player DQ
A,,nate,0,,,false,,corley,3,,,false
B,,dj,1,,,false,,Marco,3,,,false
C,,Laura,3,,,false,,josh,1,,,false
D,,Amanda,3,,,false,,kamal,1,,,false
E,,josh,3,,,false,,Amanda,2,,,false
F,,kamal,1,,,false,,nate,3,,,false
G,,Marco,3,,,false,,Laura,0,,,false
H,,corley,0,,,false,,dj,0,,,false
I,,Amanda,0,,,false,,Marco,3,,,false
J,,Laura,1,,,false,,corley,3,,,false
K,,nate,0,,,false,,dj,0,,,false
L,,kamal,0,,,false,,josh,3,,,false
M,,dj,0,,,false,,Laura,0,,,false
N,,Marco,2,,,false,,kamal,3,,,false
O,,corley,3,,,false,,Amanda,0,,,false
P,,josh,0,,,false,,nate,0,,,false
Q,,josh,2,,,false,,Marco,3,,,false
R,,Amanda,0,,,false,,dj,0,,,false
S,,kamal,0,,,false,,corley,3,,,false
T,,nate,0,,,false,,Laura,0,,,false
U,,dj,0,,,false,,kamal,0,,,false
V,,corley,3,,,false,,josh,2,,,false
W,,Marco,0,,,false,,nate,0,,,false
X,,Laura,1,,,false,,Amanda,3,,,false
Y,,kamal,3,,,false,,Laura,2,,,false
Z,,nate,0,,,false,,Amanda,0,,,false
AA,,josh,0,,,false,,dj,0,,,false
AB,,Marco,0,,,false,,corley,3,,,false
