Match Identifier,Top Player Prefix,Top Player Name,Top Player Stocks,Top Player Character,Top Player Character IDs,Top Player DQ,Bottom Player Prefix,Bottom Player Name,Bottom Player Stocks,Bottom Player Character,Bottom Player Character IDs,Bottom Player DQ
A,,Skelley,0,,,false,,Anthony,1,,,false
B,,Forrest,0,,,false,,Laura,1,,,false
C,,Corley,1,,,false,,Amanda,0,,,false
D,,Wes,1,,,false,,Marco,0,,,false
E,,Amanda,0,,,false,,Wes,1,,,false
F,,Marco,0,,,false,,Skelley,1,,,false
G,,Laura,0,,,false,,Corley,1,,,false
H,,Anthony,1,,,false,,Forrest,0,,,false
I,,Wes,1,,,false,,Laura,0,,,false
J,,Corley,0,,,false,,Anthony,1,,,false
K,,Skelley,1,,,false,,Forrest,0,,,false
L,,Marco,0,,,false,,Amanda,1,,,false
M,,Forrest,1,,,false,,Corley,0,,,false
N,,Laura,0,,,false,,Marco,1,,,false
O,,Anthony,0,,,false,,Wes,1,,,false
P,,Amanda,0,,,false,,Skelley,1,,,false
Q,,Amanda,0,,,false,,Laura,1,,,false
R,,Wes,1,,,false,,Forrest,0,,,false
S,,Marco,1,,,false,,Anthony,0,,,false
T,,Skelley,1,,,false,,Corley,0,,,false
U,,Forrest,1,,,false,,Marco,0,,,false
V,,Anthony,1,,,false,,Amanda,0,,,false
W,,Laura,0,,,false,,Skelley,1,,,false
X,,Corley,0,,,false,,Wes,1,,,false
Y,,Marco,0,,,false,,Corley,1,,,false
Z,,Skelley,0,,,false,,Wes,1,,,false
AA,,Amanda,0,,,false,,Forrest,1,,,false
AB,,Laura,0,,,false,,Anthony,1,,,false
