Match Identifier,Top Player Prefix,Top Player Name,Top Player Stocks,Top Player Character,Top Player Character IDs,Top Player DQ,Bottom Player Prefix,Bottom Player Name,Bottom Player Stocks,Bottom Player Character,Bottom Player Character IDs,Bottom Player DQ
A,,Nathan,3,,,false,,Kate,"0,3",,,false
B,,Chris,3,,,false,,Dawn,"2,3",,,false
C,,Vivvian,3,,,false,,Patrick,"0,3",,,false
D,,Kristen,1,,,false,,Ross,"3,3",,,false
E,,Nathan,3,,,false,,Chris,"1,3",,,false
F,,Vivvian,3,,,false,,Kristen,"1,3",,,false
G,,Nathan,3,,,false,,Vivvian,"1,2",,,false
J,,Kate,3,,,false,,Dawn,"1,1",,,false
K,,Patrick,3,,,false,,Ross,"0,3",,,false
L,,Kristen,1,,,false,,Dawn,"3,3",,,false
M,,Chris,3,,,false,,Patrick,"2,2",,,false
N,,Dawn,1,,,false,,Patrick,"3,2",,,false
O,,Vivvian,,,,false,,Patrick,,,,false
H,,Nathan,,,,false,,,,,,false
I,,,,,,false,,,,,,false
