Match Identifier,Top Player Prefix,Top Player Name,Top Player Stocks,Top Player Character,Top Player Character IDs,Top Player DQ,Bottom Player Prefix,Bottom Player Name,Bottom Player Stocks,Bottom Player Character,Bottom Player Character IDs,Bottom Player DQ
A,,Sean,1,,,false,,Michael,0,,,false
B,,Emma,0,,,false,,Sean,1,,,false
C,,Arabelle,1,,,false,,Omar,0,,,false
D,,Sean,0,,,false,,Arabelle,1,,,false
G,,Omar,0,,,false,,Michael,1,,,false
H,,Emma,0,,,false,,Michael,1,,,false
I,,Sean,0,,,false,,Michael,1,,,false
E,,Arabelle,0,,,false,,Michael,1,,,false
F,,Michael,1,,,false,,Arabelle,0,,,false
