Match Identifier,Top Player Prefix,Top Player Name,Top Player Stocks,Top Player Character,Top Player Character IDs,Top Player DQ,Bottom Player Prefix,Bottom Player Name,Bottom Player Stocks,Bottom Player Character,Bottom Player Character IDs,Bottom Player DQ
A,,,0,,,false,,,3,,,false
B,,,0,,,false,,,3,,,false
C,,,0,,,false,,,3,,,false
D,,,3,,,false,,,1,,,false
E,,,2,,,false,,,3,,,false
F,,,0,,,false,,,0,,,false
G,,,0,,,false,,,3,,,false
H,,,3,,,false,,,1,,,false
I,,,3,,,false,,,1,,,false
J,,,0,,,false,,,3,,,false
K,,,0,,,false,,,3,,,false
L,,,3,,,false,,,1,,,false
M,,,3,,,false,,,2,,,false
N,,,0,,,false,,,3,,,false
O,,,3,,,false,,,1,,,false
P,,,3,,,false,,,0,,,false
Q,,,2,,,false,,,3,,,false
R,,,3,,,false,,,0,,,false
S,,,2,,,false,,,3,,,false
T,,,3,,,false,,,1,,,false
U,,,1,,,false,,,3,,,false
V,,,2,,,false,,,3,,,false
W,,,3,,,false,,,2,,,false
X,,,0,,,false,,,3,,,false
Y,,,3,,,false,,,1,,,false
Z,,,1,,,false,,,3,,,false
AA,,,3,,,false,,,1,,,false
AB,,,1,,,false,,,3,,,false
A,,corley,0,,,false,,wes,3,,,false
B,,marco,0,,,false,,qp,1,,,false
C,,josh,3,,,false,,HoopOnPoop,2,,,false
D,,Adam,1,,,false,,roman,3,,,false
E,,wes,3,,,false,,qp,0,,,false
F,,josh,0,,,false,,roman,3,,,false
G,,wes,3,,,false,,roman,0,,,false
3P,,qp,0,,,false,,josh,3,,,false
