Match Identifier,Top Player Prefix,Top Player Name,Top Player Stocks,Top Player Character,Top Player Character IDs,Top Player DQ,Bottom Player Prefix,Bottom Player Name,Bottom Player Stocks,Bottom Player Character,Bottom Player Character IDs,Bottom Player DQ
A,,Hayden,1,,,false,,CRAAAIIIGGG,0,,,false
B,,TakifuguPete,1,,,false,,EileenJ,0,,,false
C,,Nathan,1,,,false,,Troy,0,,,false
D,,AnUnarmedPawn,0,,,false,,Evan F,1,,,false
E,,Hayden,0,,,false,,TakifuguPete,1,,,false
F,,Nathan,0,,,false,,Evan F,1,,,false
G,,TakifuguPete,0,,,false,,Evan F,1,,,false
